id,name,date,incomplete,total,percentage
50041,Bagüés,2021-01-31,3,52,0.94
50042,Balconchán,2021-01-31,1,10,0.90
50043,Bárboles,2021-01-31,11,185,0.94
50044,Bardallur,2021-01-31,10,91,0.89
50045,Belchite,2021-01-31,16,288,0.94
50046,Belmonte de Gracián,2021-01-31,13,111,0.88
50047,Berdejo,2021-01-31,6,35,0.83
50048,Berrueco,2021-01-31,10,66,0.85
50050,Bijuesca,2021-01-31,0,37,1.00
50051,Biota,2021-01-31,52,170,0.69
50052,Bisimbre,2021-01-31,1,27,0.96
50053,Boquiñeni,2021-01-31,25,181,0.86
50054,Bordalba,2021-01-31,1,80,0.99
50055,Borja,2021-01-31,82,464,0.82
50056,Botorrita,2021-01-31,13,149,0.91
50057,Brea de Aragón,2021-01-31,7,72,0.90
50058,Bubierca,2021-01-31,3,113,0.97
50059,Bujaraloz,2021-01-31,25,232,0.89
50060,Bulbuente,2021-01-31,13,63,0.79
50061,Bureta,2021-01-31,10,64,0.84
50062,El Burgo de Ebro,2021-01-31,78,491,0.84
50063,El Buste,2021-01-31,8,40,0.80
50064,Cabañas de Ebro,2021-01-31,3,130,0.98
50065,Cabolafuente,2021-01-31,17,99,0.83
50066,Cadrete,2021-01-31,40,373,0.89
50067,Calatayud,2021-01-31,201,1689,0.88
50068,Calatorao,2021-01-31,49,271,0.82
50069,Calcena,2021-01-31,9,84,0.89
50070,Calmarza,2021-01-31,5,77,0.94
50071,Campillo de Aragón,2021-01-31,7,102,0.93
50072,Carenas,2021-01-31,4,77,0.95
50073,Cariñena,2021-01-31,63,382,0.84
50074,Caspe,2021-01-31,88,1113,0.92
50075,Castejón de Alarba,2021-01-31,10,79,0.87
50076,Castejón de las Armas,2021-01-31,5,76,0.93
50077,Castejón de Valdejasa,2021-01-31,21,141,0.85
50078,Castiliscar,2021-01-31,10,110,0.91
50079,Cervera de la Cañada,2021-01-31,5,72,0.93
50080,Cerveruela,2021-01-31,1,23,0.96
50081,Cetina,2021-01-31,33,325,0.90
50082,Cimballa,2021-01-31,18,89,0.80
50083,Cinco Olivas,2021-01-31,2,46,0.96
50084,Clarés de Ribota,2021-01-31,4,28,0.86
50085,Codo,2021-01-31,11,23,0.52
50086,Codos,2021-01-31,6,69,0.91
50087,Contamina,2021-01-31,0,55,1.00
50088,Cosuenda,2021-01-31,2,685,1.00
50089,Cuarte de Huerva,2021-01-31,79,500,0.84
50090,Cubel,2021-01-31,13,91,0.86
50091,Las Cuerlas,2021-01-31,3,71,0.96
50092,Chiprana,2021-01-31,32,127,0.75
50093,Chodes,2021-01-31,8,77,0.90
50094,Daroca,2021-01-31,51,466,0.89
50095,Ejea de los Caballeros,2021-01-31,163,2571,0.94
50096,Embid de Ariza,2021-01-31,2,28,0.93
50098,Encinacorba,2021-01-31,5,49,0.90
50099,Épila,2021-01-31,98,447,0.78
50100,Erla,2021-01-31,16,62,0.74
50101,Escatrón,2021-01-31,38,183,0.79
50102,Fabara / Favara,2021-01-31,10,121,0.92
50104,Farlete,2021-01-31,2,217,0.99
50105,Fayón / Faió,2021-01-31,50,163,0.69
50106,Los Fayos,2021-01-31,11,36,0.69
50107,Figueruelas,2021-01-31,6,423,0.99
50108,Fombuena,2021-01-31,1,35,0.97
50109,El Frago,2021-01-31,6,34,0.82
50110,El Frasno,2021-01-31,23,180,0.87
50111,Fréscano,2021-01-31,6,42,0.86
50113,Fuendejalón,2021-01-31,14,121,0.88
